year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,
2013,20.5,21.3,19.3,21.4,26.3,23.2,17.7,17.9,16.8,24.6,23.7,19.0,20.0,21.4,26.9,18.1,22.8
2014,17.7,17.8,17.1,17.5,23.2,20.2,15.7,16.1,17.6,19.4,19.5,15.5,18.1,18.2,21.4,15.9,20.3
2015,15.7,15.4,15.8,17.5,19.7,17.3,12.7,14.7,12.6,17.9,18.8,16.2,15.4,18.3,16.7,14.0,17.1
2016,12.9,13.1,11.8,16.3,16.3,14.8,10.0,12.6,8.7,12.8,15.7,13.2,12.9,12.1,14.5,10.9,15.9
2017,11.2,11.7,10.9,12.7,12.1,14.5,9.7,10.3,8.4,11.8,11.7,12.2,9.8,11.3,12.2,9.6,14.1
2018,8.1,8.6,7.6,10.7,7.8,9.8,5.7,7.4,5.4,10.0,7.6,8.7,7.0,9.0,9.3,7.9,9.1
2019,7.0,7.3,7.4,9.1,7.0,8.7,4.7,6.2,5.1,7.5,7.8,7.3,6.3,8.4,7.3,7.0,9.1
2020,5.8,5.3,7.2,7.8,4.5,8.1,3.1,5.0,4.0,5.3,6.4,6.9,4.8,4.9,6.9,5.9,10.3
2021,5.0,5.1,5.9,5.2,4.3,6.1,3.1,5.0,2.2,3.7,4.6,5.4,5.4,3.9,5.3,5.0,7.2
2022,6.0,5.7,5.8,7.1,6.0,8.5,3.5,5.0,3.6,5.3,6.5,6.3,6.2,4.2,7.5,7.2,7.8
2023,4.9,5.7,5.1,5.2,4.4,6.1,2.5,4.8,3.4,2.5,4.5,6.5,5.0,4.4,5.5,5.6,5.3
