year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,541.5,466.3,750.4,576.6,697.9,544.8,437.4,453.9,421.7,668.9,642.3,569.6,400.3,674.3,899.8,476.6,653.7
2011,523.7,439.6,725.9,559.8,657.3,530.4,418.7,438.9,405.9,637.2,630.6,561.0,391.5,654.6,869.2,464.3,639.8
2012,499.9,406.0,714.3,539.5,603.9,523.4,399.3,412.4,383.1,617.3,613.2,529.0,373.6,636.8,814.3,443.2,585.7
2013,516.2,417.5,747.4,555.4,636.5,521.7,412.4,421.2,408.0,641.1,637.3,538.4,390.5,663.6,878.0,460.8,599.2
2014,486.9,390.1,692.1,534.2,600.9,487.9,401.0,402.9,397.3,596.9,607.3,501.7,366.6,632.7,837.3,433.0,542.7
2015,460.1,357.6,649.4,510.2,568.3,461.3,386.5,384.8,372.8,568.5,579.9,475.6,347.4,605.0,782.4,405.1,501.8
2016,417.6,322.3,585.0,458.9,513.0,428.2,354.5,352.8,352.4,510.5,533.1,432.1,312.6,537.2,713.1,364.1,454.6
2017,373.1,286.6,534.5,393.3,449.4,385.0,329.7,315.5,321.5,454.3,477.7,379.4,273.5,486.0,635.1,330.8,400.1
2018,339.7,258.4,486.3,360.0,415.5,341.5,310.8,290.7,290.4,408.4,437.0,344.1,242.3,446.8,580.7,303.0,362.5
2019,314.0,236.7,447.0,328.9,381.2,312.7,295.1,269.9,268.1,370.7,410.1,318.2,221.7,413.2,542.6,286.0,328.6
2020,288.3,218.0,419.2,294.9,362.5,282.9,267.3,246.9,252.6,342.6,381.6,284.3,204.0,382.0,501.4,271.5,294.2
2021,256.6,199.7,374.8,256.6,324.1,250.3,234.5,220.1,229.1,288.2,332.7,256.3,189.6,329.5,440.5,244.9,267.4
2022,240.6,185.6,335.6,241.9,298.6,238.5,215.0,209.4,214.4,269.1,324.4,245.9,176.0,303.8,418.0,235.2,247.7
2023,235.7,180.0,330.0,237.2,286.5,237.5,204.1,203.7,214.2,265.3,325.4,247.5,169.1,307.3,403.9,233.3,242.1
