year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,3.53,5.87,4.54,2.57,1.13,2.81,0.48,3.76,0.00,6.13,6.31,0.16,6.51,0.42,4.35,1.82,5.75
2011,3.30,4.79,5.44,2.34,1.47,2.22,0.43,3.17,0.00,5.66,7.13,0.40,5.89,0.41,4.12,1.77,5.79
2012,3.96,7.44,6.39,2.39,1.07,2.49,0.44,4.32,0.00,6.67,7.59,1.07,6.79,0.46,3.57,2.63,5.08
2013,3.91,6.39,5.95,3.44,1.31,2.48,0.74,3.95,0.00,6.06,7.71,1.06,6.32,0.40,3.80,3.52,5.30
2014,3.77,5.70,5.13,3.17,1.42,2.01,0.44,3.52,1.69,5.24,8.43,1.50,6.57,0.70,4.70,2.74,6.14
2015,3.69,5.21,5.62,3.36,1.19,2.08,0.58,3.48,0.00,5.54,7.13,1.38,6.78,0.82,4.10,2.32,6.58
2016,3.55,5.41,4.95,3.46,0.80,2.02,0.46,3.48,0.63,4.82,7.56,1.42,6.19,0.53,3.90,2.82,5.64
2017,3.86,6.54,5.35,2.85,0.77,2.55,0.54,4.02,0.93,5.22,7.80,1.32,6.36,0.62,3.88,3.29,6.08
2018,3.85,5.11,5.20,3.60,0.47,2.81,0.57,4.64,1.29,5.70,8.44,0.84,6.16,0.75,3.84,2.67,6.61
2019,3.71,5.02,4.31,2.89,0.50,3.46,0.57,3.92,1.44,5.79,6.99,1.55,6.33,0.73,4.21,2.81,5.70
2020,3.51,5.11,4.42,2.81,0.50,3.56,0.95,3.09,0.53,5.34,7.04,1.62,5.46,0.95,3.91,3.24,5.43
2021,3.58,4.88,4.67,3.03,0.55,3.52,1.05,3.13,0.05,5.15,7.25,1.71,5.37,1.41,4.10,3.34,6.28
2022,3.65,4.74,5.10,2.88,0.60,3.68,1.05,3.17,0.14,5.54,7.59,1.83,5.36,1.29,4.84,2.81,7.08
2023,3.81,4.23,5.24,3.93,0.62,4.14,1.22,3.29,0.15,5.42,7.64,1.88,5.41,1.13,3.87,4.00,7.19
