year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,56.8,56.6,57.2,54.4,,49.9,53.6,59.6,,,51.7,63.6,57.3,,54.4,67.4,
2011,61.1,60.4,56.9,58.3,65.3,54.0,61.9,62.4,,61.9,56.8,69.6,60.6,44.6,54.5,67.8,65.4
2012,67.0,63.5,,62.2,68.3,62.4,,,63.6,74.3,61.6,,,52.1,,67.8,69.8
2013,68.8,64.2,69.3,64.3,59.6,60.5,67.3,72.7,64.0,76.4,61.7,77.6,71.8,63.3,59.8,75.6,67.6
2014,71.1,71.9,69.9,70.8,63.3,66.0,71.7,75.3,71.5,74.3,70.8,78.8,68.2,66.5,64.1,74.6,66.5
2015,71.0,72.1,64.1,71.8,58.5,60.4,68.8,75.5,77.4,75.8,75.1,75.3,67.9,74.3,71.0,73.1,71.9
2016,75.7,76.5,71.1,74.0,71.8,71.8,77.4,71.1,73.3,83.0,70.8,80.5,74.4,74.3,69.6,78.4,75.4
2017,77.6,77.5,78.5,70.3,64.7,72.0,77.4,71.2,81.7,84.4,72.2,81.6,76.9,79.0,77.3,81.0,79.4
2018,79.3,75.0,82.1,73.4,78.1,75.9,78.5,76.5,76.8,85.5,74.8,84.3,77.8,73.0,77.4,83.8,76.2
2019,83.3,85.0,84.7,78.3,76.7,78.4,80.9,81.0,86.6,86.8,82.9,85.7,84.2,89.7,79.3,86.7,75.4
2020,89.6,90.2,89.5,86.7,83.9,87.5,90.2,92.4,89.5,90.7,84.5,90.2,88.9,90.9,89.6,90.7,87.3
2021,91.7,93.8,92.7,89.8,89.1,88.9,90.2,94.4,87.4,93.0,87.1,91.7,92.9,86.5,89.6,93.6,92.2
2022,92.6,92.6,93.4,92.2,91.6,91.0,92.8,95.1,91.7,93.9,87.2,95.6,93.1,89.2,91.6,91.8,88.1
2023,92.8,93.6,93.5,92.0,90.2,91.7,93.1,95.0,94.4,92.3,92.5,93.3,93.5,92.1,88.8,93.5,84.7
2024,94.7,93.9,97.3,93.4,93.6,92.9,92.4,96.0,94.4,98.5,94.6,94.6,94.7,94.6,92.5,95.8,91.4
